"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências Especiais";"CHRIS TONIETTO";"0014";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202439420014";"740.000,00";"422.240,21";"422.240,21";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PEDRO CUNHA LIMA";"0010";"GUARABIRA - PB";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337390010";"740.470,00";"740.470,00";"740.470,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CLEBER VERDE";"0008";"PRESIDENTE MÉDICI - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202423880008";"750.000,00";"576.148,33";"576.148,33";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"RUI FALCAO";"0002";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202290320002";"750.000,00";"0,00";"0,00";"750.000,00";"0,00";"750.000,00";
"2022";"Emenda Individual - Transferências Especiais";"DELEGADO EDER MAURO";"0005";"DOM ELISEU - PA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230820005";"750.000,00";"750.000,00";"750.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CLEBER VERDE";"0013";"NOVA COLINAS - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202423880013";"750.000,00";"750.000,00";"750.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PAULO FREIRE COSTA";"0016";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202228130016";"750.000,00";"375.000,00";"375.000,00";"375.000,00";"0,00";"375.000,00";
"2024";"Emenda Individual - Transferências Especiais";"CLEBER VERDE";"0007";"JUNCO DO MARANHÃO - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202423880007";"750.000,00";"750.000,00";"750.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"CORONEL ARMANDO";"0009";"SANTA CATARINA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239440009";"769.000,00";"769.000,00";"769.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PAULO BENGTSON";"0003";"OURÉM - PA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341240003";"776.965,00";"776.965,00";"776.965,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DELEGADO PABLO";"0007";"Nacional";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339580007";"782.020,00";"782.020,00";"782.020,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"NEREU CRISPIM";"0005";"PINHAL DA SERRA - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341210005";"782.020,00";"782.020,00";"782.020,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DULCE MIRANDA";"0015";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330860015";"782.576,00";"782.576,00";"782.576,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DRA. VANDA MILANI";"0006";"ASSIS BRASIL - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339670006";"788.000,00";"788.000,00";"788.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"FLAVIO ARNS";"0001";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202320380001";"798.257,00";"798.257,00";"798.257,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CHRISTIANE DE SOUZA YARED";"0007";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330730007";"799.613,00";"799.613,00";"799.613,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"OTTO ALENCAR";"0010";"RUY BARBOSA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237950010";"800.000,00";"0,00";"0,00";"800.000,00";"0,00";"800.000,00";
"2022";"Emenda Individual - Transferências Especiais";"CAPITAO ALBERTO NETO";"0013";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239260013";"800.000,00";"0,00";"0,00";"800.000,00";"0,00";"800.000,00";
"2023";"Emenda Individual - Transferências Especiais";"ALICE PORTUGAL";"0010";"ARATUÍPE - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202313310010";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ALICE PORTUGAL";"0012";"CAETANOS - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202313310012";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"BETO FARO";"0010";"DOM ELISEU - PA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202221520010";"800.000,00";"200.000,00";"200.000,00";"600.000,00";"0,00";"600.000,00";
"2024";"Emenda Individual - Transferências Especiais";"SARGENTO PORTUGAL";"0006";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444750006";"800.000,00";"702.974,38";"702.974,38";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MARCELO ALVARO ANTONIO";"0006";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237130006";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ALICE PORTUGAL";"0001";"ARATUÍPE - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202413310001";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"BETO FARO";"0008";"CONCÓRDIA DO PARÁ - PA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202221520008";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"AUGUSTO COUTINHO";"0003";"ARAÇOIABA - PE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327180003";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"MAX LEMOS";"0005";"SILVA JARDIM - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444300005";"800.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERIO MONTEIRO";"0011";"CHAVAL - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202491620011";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"GIACOBO";"0010";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202219680010";"800.000,00";"0,00";"0,00";"800.000,00";"0,00";"800.000,00";
"2023";"Emenda Individual - Transferências Especiais";"ACIR GURGACZ";"0005";"VILHENA - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202326330005";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"BETO FARO";"0011";"SANTA BÁRBARA DO PARÁ - PA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202221520011";"800.000,00";"0,00";"0,00";"800.000,00";"0,00";"800.000,00";
"2023";"Emenda Individual - Transferências Especiais";"ACIR GURGACZ";"0016";"NOVA MAMORÉ - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202326330016";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"CAPITAO ALBERTO NETO";"0015";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239260015";"800.000,00";"0,00";"0,00";"800.000,00";"0,00";"800.000,00";
"2022";"Emenda Individual - Transferências Especiais";"MAURO NAZIF";"0014";"CANDEIAS DO JAMARI - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202224210014";"800.000,00";"0,00";"0,00";"800.000,00";"0,00";"800.000,00";
"2023";"Emenda Individual - Transferências Especiais";"TIAGO DIMAS";"0011";"ANANÁS - TO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340710011";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ELIZIANE GAMA";"0004";"PRIMEIRA CRUZ - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241390004";"800.000,00";"140.159,00";"140.159,00";"659.841,00";"0,00";"659.841,00";
"2022";"Emenda Individual - Transferências Especiais";"BETO FARO";"0013";"SÃO SEBASTIÃO DA BOA VISTA - PA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202221520013";"800.000,00";"0,00";"0,00";"800.000,00";"0,00";"800.000,00";
"2022";"Emenda Individual - Transferências Especiais";"GIACOBO";"0003";"CANDÓI - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202219680003";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MISAEL VARELLA";"0003";"MATIPÓ - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237310003";"800.000,00";"294.682,50";"294.682,50";"505.317,50";"0,00";"505.317,50";
"2022";"Emenda Individual - Transferências Especiais";"MISAEL VARELLA";"0021";"CARATINGA - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237310021";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CELIO MOURA";"0019";"RECURSOLÂNDIA - TO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339350019";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CELIO MOURA";"0021";"ABREULÂNDIA - TO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339350021";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"BACELAR";"0006";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230510006";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERIO MONTEIRO";"0001";"MORAÚJO - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202491620001";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"GILBERTO NASCIMENTO";"0008";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202215680008";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MAURO NAZIF";"0009";"JI-PARANÁ - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202224210009";"800.000,00";"800.000,00";"800.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MAURO BENEVIDES FILHO";"0007";"IBICUITINGA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240460007";"800.012,00";"800.012,00";"800.012,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0023";"CARIDADE DO PIAUÍ - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202212460023";"800.982,00";"0,00";"0,00";"800.982,00";"0,00";"800.982,00";
"2023";"Emenda Individual - Transferências Especiais";"JERONIMO GOERGEN";"0006";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202328640006";"801.683,00";"801.683,00";"801.683,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"NILDA GONDIM";"0012";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202342180012";"808.823,00";"808.823,00";"808.823,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"LEDA SADALA";"0010";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341120010";"809.249,00";"809.249,00";"809.249,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0012";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230360012";"810.761,00";"0,00";"0,00";"810.761,00";"0,00";"810.761,00";
"2022";"Emenda Individual - Transferências Especiais";"DELEGADO EDER MAURO";"0015";"CURRALINHO - PA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230820015";"811.000,00";"30.500,00";"30.500,00";"780.500,00";"0,00";"780.500,00";
"2023";"Emenda Individual - Transferências Especiais";"RONALDO MARTINS";"0007";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337540007";"814.600,00";"814.600,00";"814.600,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"HELDER SALOMAO";"0002";"ESPÍRITO SANTO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202333120002";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ELI CORREA FILHO";"0005";"BARRA BONITA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327990005";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ELI CORREA FILHO";"0004";"JUQUITIBA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327990004";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CELSO MALDANER";"0015";"JABORÁ - SC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202325690015";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"NEREU CRISPIM";"0008";"ITATIBA DO SUL - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341210008";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
